,time,comment
9021,1:14:11 ,this is cool
9022,1:14:11 ,I m in Australia and it s  
9023,1:14:12 ,hi from Italy
9024,1:14:12 ,Mark Rober yooo
9025,1:14:12 ,CountDownToMars hopefully this is successful
9026,1:14:13 ,I found out
9027,1:14:16 ,I hope there will be no problem on landing
9028,1:14:16 ,WE WILL DO THIS
9029,1:14:17 ,When will it start
9030,1:14:20 ,I was here
9031,1:14:20 ,sufring
9032,1:14:20 ,why are ppl wearing two masks
9033,1:14:21 ,Hey from Michigan
9034,1:14:21 ,yo my guy got the shaky leg
9035,1:14:21 ,has it landed yet
9036,1:14:21 ,when land
9037,1:14:21 ,me from idia
9038,1:14:21 ,SPACE POGGERS
9039,1:14:22 ,i was doing my homework but this is so much better
9040,1:14:22 ,hey world happy to meet you
9041,1:14:23 ,Bro
9042,1:14:24 ,hello from the philippines
9043,1:14:26 ,If this crashes it willean that without Mark Rober NASA is noting
9044,1:14:27 ,isn t it all hands off by now isn t it all automated
9045,1:14:27 ,u miss nothing
9046,1:14:27 ,How much longer
9047,1:14:27 ,MSY Aviation hi
9048,1:14:27 , seconds
9049,1:14:28 ,Where is it
9050,1:14:29 ,peanut power
9051,1:14:32 ,Romania will steal MARS SOON
9052,1:14:32 ,i was here
9053,1:14:33 ,What an event Thanks for televising it
9054,1:14:33 ,I was here
9055,1:14:35 ,Is it Launching
9056,1:14:36 ,hello world
9057,1:14:37 ,wait did it land I just came
9058,1:14:38 ,this is soo amazing
9059,1:14:38 ,to fast to read
9060,1:14:38 ,who are the  people that downvoted this video
9061,1:14:39 ,when will it launch
9062,1:14:40 ,Good luck JPL and Nasa
9063,1:14:40 ,Yes mars is flat
9064,1:14:40 ,hi from turkey
9065,1:14:40 ,Space bot
9066,1:14:40 ,how much time left for touch down
9067,1:14:40 ,Good Luck from Michigan
9068,1:14:41 ,Have they landed on pluton yet
9069,1:14:42 ,we re so close
9070,1:14:43 ,We on Mars
9071,1:14:43 ,Excuse me what time does Iran land
9072,1:14:43 ,I waited longer for this day because I have a talk on PERSEVERANCE
9073,1:14:44 ,Greetings Very thankful for sharing
9074,1:14:45 ,mark Robert your the best
9075,1:14:45 ,I ll be one of the firsts to go to Mars
9076,1:14:45 ,I can t believe Im able towitness this
9077,1:14:46 ,I was here
9078,1:14:46 ,it s FLAT
9079,1:14:50 ,safe landing to perseverance
9080,1:14:50 ,mark rober bring all of us there
9081,1:14:50 ,where about are we a how long till mins of terror
9082,1:14:51 ,hit the ler
9083,1:14:51 ,hi from hotel mario
9084,1:14:51 ,Rachael is incredibly gorgeous
9085,1:14:52 ,Good Luck from Auburn Washington
9086,1:14:52 ,Can you get people who can speak without saying UM all the time
9087,1:14:52 ,please diable chat
9088,1:14:52 ,hi Houston good luck
9089,1:14:54 ,why is the planet rusty if it was water and plants that were there its not a big ball of metal
9090,1:14:55 ,Lets go Hello from Vancouver BC Canada
9091,1:14:55 ,Yo this is sweet
9092,1:14:55 ,Why do they name is these names
9093,1:14:55 ,what times it landing
9094,1:14:56 ,I m so emotional omg elbowcough
9095,1:14:56 ,omg this is so exciting
9096,1:14:56 ,My Southern Grandma used to say Straighten Up and Fly Right when someone misbehaved lol
9097,1:14:57 ,How will they land the rover if the earth is flat
9098,1:14:57 ,If you ever feel ignored and useless remember this chat exists
9099,1:14:57 ,Whos here from PHYS 
9100,1:14:57 ,Mark Rober Hi if ur here Im ur biggest fan Ive been watching you since  
9101,1:14:57 ,Hi NASA im Volsa the new sistem of the future world Congrats
9102,1:14:57 ,When it will be
9103,1:14:58 ,Its amoung us Larry A
9104,1:15:00 ,Hi guys congratulations You are amazing
9105,1:15:00 ,will we see the rover land
9106,1:15:00 ,hey
9107,1:15:01 ,Sunny ca yougotthis
9108,1:15:01 ,Please turn off slo mode
9109,1:15:01 ,No cool down
9110,1:15:02 ,They can do it
9111,1:15:03 ,I WAS HERE
9112,1:15:05 ,why ppl wearing masks
9113,1:15:05 ,the World is here
9114,1:15:05 ,When its starting
9115,1:15:07 ,Has it happened lolllol
9116,1:15:07 ,spread love not hate from Iowa USA
9117,1:15:07 ,When is the roger landing
9118,1:15:08 ,Great Landing
9119,1:15:08 ,Godspeed Percy
9120,1:15:08 ,That s poggers
9121,1:15:10 ,Godspeed Injy and Percy Can t wait to see all the wonderful science they send backm _
9122,1:15:10 ,Love from Indonesia
9123,1:15:11 ,what time will the perseverance land
9124,1:15:11 ,how wants to play among us
9125,1:15:11 ,this is sick
9126,1:15:12 ,How did you all gind out about thie
9127,1:15:12 ,im excitedd
9128,1:15:13 ,When the rover is sus
9129,1:15:13 ,its finna bes the litsb
9130,1:15:15 ,Dimash Qudaibergen most versatile singer alien voice embodiment of music his name on the microchip will land to Mars
9131,1:15:15 ,she bad tho
9132,1:15:16 ,Why do these people have such familiar voices
9133,1:15:16 ,me too thanks
9134,1:15:17 ,Thanks
9135,1:15:18 ,What stage are we at
9136,1:15:18 ,NASA awsome
9137,1:15:21 ,im  and my ex is gonna have a baby thats mine
9138,1:15:21 ,Is it landing right know
9139,1:15:21 ,I m so looking forward
9140,1:15:22 ,Good luck hope all goes well
9141,1:15:22 ,Is so cool
9142,1:15:23 ,Great
9143,1:15:25 ,Go Pererverence
9144,1:15:25 ,has the rover landed yet
9145,1:15:25 ,NASA IS BOSS
9146,1:15:26 ,What time is expected for landing
9147,1:15:26 ,ATTITUDE CONTROL
9148,1:15:26 ,i was here
9149,1:15:26 ,rod if you see this say something in our dms
9150,1:15:27 ,Where can I watch the land
9151,1:15:27 ,when will the rover land
9152,1:15:28 ,Come on guys you can do it
9153,1:15:30 ,Hello World
9154,1:15:30 ,Mark Rober You worked on the sky crane right
9155,1:15:31 ,Hello from Mrs Finley s Class in West Palm Beach FL
9156,1:15:32 ,oh nice there s chat
9157,1:15:32 ,when the imposter is sus
9158,1:15:33 ,Hello from Germany
9159,1:15:33 , minutes until landing and minutes until we know if succeeded or not
9160,1:15:34 ,my name is on that
9161,1:15:35 ,2mil by launch maybe
9162,1:15:35 ,I CAN T BREATHE
9163,1:15:35 ,I m sure Mark Rober is just as nervous as he was at curiosity I hope he s well and I hope the mission goes smoothly Go perseverance
9164,1:15:37 ,HANDS UP IF YOU VE BEEN TO MARS
9165,1:15:37 ,I wannna see space
9166,1:15:37 ,I was here Go NASA
9167,1:15:37 ,it left the launch pad already
9168,1:15:37 ,hi my mom is on the rover
9169,1:15:38 ,I wrote my  dogs for a ticket to the next mission
9170,1:15:41 ,the earth is flat
9171,1:15:43 ,Don t know if they can do it or not
9172,1:15:44 ,dream is the best but YiannisNine Beats him
9173,1:15:44 ,Wish you all the best Perseverance Team Greetings from Germany
9174,1:15:44 ,good luck for since
9175,1:15:44 ,so much talking when is the landing
9176,1:15:45 ,I m so happy right now this is such a great part of history
9177,1:15:45 ,Good luck Perseverance and good luck to the Perseverance team you are all amazing
9178,1:15:45 ,the rover lands now
9179,1:15:45 ,When the Mars is SUS
9180,1:15:46 ,it is   pm
9181,1:15:46 ,this looks so coolll
9182,1:15:46 ,when they start
9183,1:15:46 ,when is it going to land
9184,1:15:47 ,how long until touch down
9185,1:15:47 ,Mark Rober are you her
9186,1:15:48 ,ciao From Italy
9187,1:15:48 ,NASA YOU GUYS NEED MORE FUNDING THIS STUFF IS SO COOL AND IMPORTANT
9188,1:15:48 ,Amazing A helicopter drone will be on Mars
9189,1:15:48 ,NASA can you please help the planet we are all on first All these bright minds you can help save us all
9190,1:15:49 ,are those peanuts
9191,1:15:49 ,HIII FROM ZAGREB HRVATSKA CROATIA ITS  
9192,1:15:50 ,Can t wait Around  more minutes
9193,1:15:50 ,grey is sus
9194,1:15:50 ,I love Canada and Perseverence
9195,1:15:50 ,NASA is it possible that life on Mars could come back or that they never went extinct
9196,1:15:50 ,Do it Persy Make it a perfect landing
9197,1:15:50 ,Elon Musk Soon you ll be doing the same
9198,1:15:51 ,any one here because mark rover
9199,1:15:51 ,I LOVE WATCHING ALL SPACE LAUNCHES
9200,1:15:52 ,NASA when will the rover land
9201,1:15:54 ,I will always remember the thrill when the Space Shuttle was first launched and returned successfully and safely to Earth Space is in my blood
9202,1:15:54 ,Dream cheated
9203,1:15:56 ,this is crazy that it is finally here i was suspecting that it would take longer though i m from montana but this is awesome
9204,1:15:56 ,its free nasa has some of the most intelligent members ever
9205,1:15:57 ,Is this a tape now or is this live
9206,1:15:57 ,hello from coventry uk
9207,1:15:58 ,Yes we have slow mode 
9208,1:15:59 ,Good Luck from The Great White North
9209,1:16:00 ,he s coughing
9210,1:16:00 ,when is the landing
9211,1:16:01 ,zenma_official
9212,1:16:01 ,life on mars
9213,1:16:02 ,when the rover is sus
9214,1:16:03 ,my name isn t on it
9215,1:16:04 ,wassup
9216,1:16:04 ,did it crash
9217,1:16:06 ,Guy I m scared
9218,1:16:06 ,what are the chances it fails
9219,1:16:07 ,where are u going
9220,1:16:11 ,Best of luck
9221,1:16:11 ,earth is flat
9222,1:16:12 ,This is what they call the  minutes of horror
9223,1:16:12 ,Hopefully it works
9224,1:16:12 ,Mark Rober here from your video thanks for your great content
9225,1:16:12 ,God Speed Perseverance and Nasa
9226,1:16:12 ,he land it
9227,1:16:14 ,ALL THE BEST
9228,1:16:14 ,when is the rover landing
9229,1:16:15 ,How exciting
9230,1:16:15 ,Good luck team
9231,1:16:17 ,Hi from Samuel in SC
9232,1:16:17 ,Spaced
9233,1:16:17 ,He got the rona
9234,1:16:17 ,stop the chat
9235,1:16:18 ,NASA i wish you lots of luck
9236,1:16:18 ,I was here
9237,1:16:20 ,This is Poggers
9238,1:16:20 ,when is it happening
9239,1:16:20 ,has it launched
9240,1:16:20 ,when will perseverance land
9241,1:16:20 ,Watching from El Paso Texas Hello Mars
9242,1:16:20 ,Will  s Fit on my stock f350 no lift
9243,1:16:20 ,MARK ROBER IS POGGERS
9244,1:16:20 ,IDEMO BREEE
9245,1:16:20 ,Very exciting time
9246,1:16:21 ,anyone watchin this in class lol
9247,1:16:22 ,washhands washhands washhands
9248,1:16:22 ,Good luck from Bosnia
9249,1:16:22 ,Wow Hello from Poland
9250,1:16:22 ,At   GMT 
9251,1:16:22 , min before tochdown
9252,1:16:23 ,This is SO COOL
9253,1:16:23 , and  and  and 
9254,1:16:23 ,get on with it instead of waffling
9255,1:16:23 ,Go peanuts go
9256,1:16:24 ,Mark it will be ok
9257,1:16:25 ,Hope everything goes well
9258,1:16:25 ,greetings from germany
9259,1:16:26 ,good luck from Canada
9260,1:16:26 , John Charles
9261,1:16:26 ,Rover go boom
9262,1:16:26 ,Please stop talking and just show the control room
9263,1:16:27 ,Hello World
9264,1:16:28 ,Hello fellow humans Give thanks to GWAR
9265,1:16:28 ,Greetings from Kenya elbowcough
9266,1:16:30 , GMT landing Earth time
9267,1:16:30 ,Yay Can t wait
9268,1:16:31 ,Hi Vishal if you see this message say so
9269,1:16:31 ,this will change science forever
9270,1:16:31 ,ride by cbr
9271,1:16:31 ,Ive traveled beyond mar s elbowcough
9272,1:16:33 ,HI MARK ROBER
9273,1:16:35 ,YAY elbowcough washhands washhands washhands
9274,1:16:36 ,i was here
9275,1:16:36 ,NASA How can I become an astronaut
9276,1:16:37 ,what is this
9277,1:16:37 ,Stick the landing softly
9278,1:16:37 ,Perseverance good lock
9279,1:16:37 ,When will it land
9280,1:16:37 ,where is Mark robber
9281,1:16:38 ,Is touchdown due for   eastern
9282,1:16:38 ,THATS MARS
9283,1:16:38 ,are there mars bars on mars
9284,1:16:39 ,is that live footage
9285,1:16:39 ,how long does it take to send a command to rover from earth
9286,1:16:40 ,i can t wait i am sitting on the edge of my seat
9287,1:16:40 ,how much to landing
9288,1:16:41 ,invest in DOGEEEEEEEEEE
9289,1:16:41 ,Grape
9290,1:16:42 ,I actuall live on Mars STAY AWAY
9291,1:16:42 ,Bishop and Yoda OWA OWA
9292,1:16:43 ,from
9293,1:16:45 ,Peace up A town
9294,1:16:45 ,when will the landing come
9295,1:16:45 ,hello from Florida
9296,1:16:46 ,how long until it lands
9297,1:16:46 ,is this the real space
9298,1:16:46 ,Bro when does it land
9299,1:16:46 ,May Perseverance and Tianwen 天问 land perfectly
9300,1:16:46 ,hi from earth
9301,1:16:49 ,SpaceX is next
9302,1:16:50 ,Chat stop
9303,1:16:50 ,flatearth
9304,1:16:50 ,Where is Mark Rober
9305,1:16:50 ,im soooo excited about this mission
9306,1:16:50 ,guys lets hope everything goes right
9307,1:16:50 ,Hello from France Good luck Perseverance
9308,1:16:51 ,Best of luck
9309,1:16:51 ,What is the point of the plastic walls if they are just going to reach around to talk
9310,1:16:52 ,how long til it lands
9311,1:16:52 ,I was here
9312,1:16:54 ,Love from Russia guys
9313,1:16:55 ,will there be any aliens there
9314,1:16:55 ,Somebody really asked what game this is PLS
9315,1:16:56 ,good luck thanksdoc thanksdoc thanksdoc
9316,1:16:56 ,when is it landibg
9317,1:16:57 ,so ecited for thjis big cool launch
9318,1:16:57 ,I bet the view from the lander being  minutes from landing is insnae
9319,1:16:57 ,Good luck from iran
9320,1:16:57 ,go go I ve been waiting for this moment since Launch last summer
9321,1:16:58 ,hallo thies
9322,1:17:00 ,is nasa releted to sciencer
9323,1:17:00 ,May the Gods be with you
9324,1:17:00 ,I m watching pooch perfect at the same time
9325,1:17:01 , mins about
9326,1:17:02 ,Mech Cemba Will go higher
9327,1:17:02 ,Why is he so negative
9328,1:17:02 ,hello zo mars from switzerand
9329,1:17:03 ,I forgot my name is on the rover
9330,1:17:04 ,Hello from Cold Spring Kentucky
9331,1:17:04 ,is there something wrong
9332,1:17:05 ,did someone heard when its ladning
9333,1:17:05 ,Elon Musk is on Mars
9334,1:17:05 ,NASA YOU GOT THIS
9335,1:17:06 ,good luck scientists
9336,1:17:06 ,when we will see the land
9337,1:17:07 ,Hope it doesn t crash which it wont
9338,1:17:07 ,how much we should wait until see the rover
9339,1:17:08 ,Life on earth came from mars
9340,1:17:08 ,i have a peanut allergy
9341,1:17:09 ,The Gentlemen with the laptop should change his PIN on the smartphone i got to see it
9342,1:17:10 ,I m back again with another video
9343,1:17:11 ,cant wait to see this land
9344,1:17:12 ,i am so grateful to be here to watch this well done guys
9345,1:17:12 ,what
9346,1:17:12 ,where are my kpop stans at
9347,1:17:13 ,no one has missed it
9348,1:17:14 ,People can watch this as a group and be happy
9349,1:17:14 ,when is it landing
9350,1:17:15 ,There was a guy recording in the coner
9351,1:17:15 ,Greetings from Tureky
9352,1:17:15 ,First was   central then i tuned in and it says   that has passed now so When is this ever gonna happen I thougth it was a prety exact scientific thing worse than waiting to land ATL
9353,1:17:15 ,Good luck Perceverance
9354,1:17:16 ,Good Morning
9355,1:17:17 ,What time is the landing
9356,1:17:17 ,is mark rober watching
9357,1:17:17 ,a time when tension arises before all da best prayers go nasa mars
9358,1:17:18 ,CAM 
9359,1:17:19 ,y Like Mars and you
9360,1:17:20 ,love from Bosnia and Herzegovina
9361,1:17:21 ,pepeMeltdown NASA OH GOD pepeMeltdown NASA OH GOD pepeMeltdown NASA OH GOD pepeMeltdown NASA OH GOD
9362,1:17:21 ,when
9363,1:17:21 ,It did not crash atleast not yet the signal has not yet been recieved yet It is planned to be recieved in  minutes from now
9364,1:17:21 ,Hi NASA you are the best Ready to watch it
9365,1:17:22 ,im from mars im waiting for yall
9366,1:17:22 ,LOVE FROM ITALYYYY
9367,1:17:22 ,dang over   million people watching
9368,1:17:23 ,I hope to live in mars in the future
9369,1:17:24 ,agh its a mission agh landing agh mars
9370,1:17:24 ,Hello from Long Island NY Watching this historical moment along with all of you
9371,1:17:25 ,Wonder how slow slow mode is
9372,1:17:27 ,me over here eating peanuts so it lands safely
9373,1:17:27 ,I WAS HERE
9374,1:17:28 ,This is the way great big steps from humanity
9375,1:17:28 ,this is so poggers
9376,1:17:30 ,ey yo lets troll cam 
9377,1:17:30 ,PLEASE FIND THE PROTHEAN RUINS
9378,1:17:30 ,My two boys name are on a disc on the rover And their names will be on a planet    miles away from Earth very cool
9379,1:17:31 ,Good Luck from Swizerland
9380,1:17:31 ,why am I just so excited
9381,1:17:31 ,POG IN CHAT FOR THE ROVER
9382,1:17:31 ,fantastic time to be alive
9383,1:17:31 ,speak calmly uncle
9384,1:17:32 ,yougotthis
9385,1:17:33 ,Thanks Nasa for inspiring future kids towards searching for truth through science curiosity and perseverance
9386,1:17:33 ,He sounds too competent Shouldn t be on screen
9387,1:17:33 ,washhands
9388,1:17:34 ,We love you Perseverance Persevere Good luck
9389,1:17:36 ,How many miles does the rover travel per day on its way to mars
9390,1:17:38 ,seas armin
9391,1:17:40 ,you can see the rover up in the sky
9392,1:17:41 ,Hi from England
9393,1:17:41 ,They better land or it ll be a big L
9394,1:17:41 ,if just one thing going wrong means mission over why dont you build in more redundancy features
9395,1:17:41 ,He s jinxed it
9396,1:17:42 ,washhands washhands washhands
9397,1:17:42 ,did it land already
9398,1:17:43 ,I WAS HERE
9399,1:17:45 ,I can tell he s nervous
9400,1:17:45 ,where is the red dirt
9401,1:17:46 ,When is this gonna happen
9402,1:17:47 ,We can land a lander on Mars but can t keep the grid up What s wrong with this picture
9403,1:17:47 ,love from India and good wishes
9404,1:17:48 ,spam pog when it lands
9405,1:17:49 ,monkey on mars what he gonna do
9406,1:17:50 ,It probably has already landed and they are airbrushing out what they really see Lol
9407,1:17:50 ,did the rover land yet
9408,1:17:51 ,In  min it is theoreticly Touchdown
9409,1:17:51 ,can you give me a OWA OWA
9410,1:17:51 ,something went wrong
9411,1:17:51 ,I believe Nasa can land it
9412,1:17:56 ,how much fuel did you use for the rocket
9413,1:17:56 ,we ve erred on the side of luck If we fail we will learn
9414,1:17:56 ,omg when are we gnna see it land
9415,1:17:57 ,Good Luck Perseverance JPL and NASA
9416,1:17:57 ,FOR THE MOTHERLAND FOR THE MOTHERLAND FOR THE MOTHERLAND
9417,1:17:58 ,Mark rober is watching
9418,1:17:59 ,no mars to the moon
9419,1:17:59 ,jesus is here what is this chat
9420,1:18:00 ,NASA Do you have summer software engineering internships
9421,1:18:01 ,why do you have a shirt from 
9422,1:18:02 ,failure is not an option we will prevail
9423,1:18:03 ,they already now it failed
9424,1:18:03 ,When are you starting Artemis stage 
9425,1:18:10 ,cringe
9426,1:18:16 ,Hi from Sperry Oklahoma
9427,1:18:16 ,cam  what
9428,1:18:19 ,at least you have some comfort food lol
9429,1:18:19 ,1MILION PEOPLE ARE WATCHING
9430,1:18:23 ,I was here
9431,1:18:26 ,did it crash
9432,1:18:27 ,bruh this chat turned into a MESS
9433,1:18:27 ,hey
9434,1:18:29 ,Good Afternoon from Snowy Cape Cod
9435,1:18:30 ,bruh stop spamming cam 
9436,1:18:32 ,whats cam 
9437,1:18:32 ,boring
9438,1:18:33 ,good luck from Turkey
9439,1:18:35 ,Is ms Priscilla
9440,1:18:38 ,HI FROM TURKEY
9441,1:18:41 ,Mars isn t real
9442,1:18:46 ,WHEN WILL IT LAND
9443,1:18:51 ,breathe old man you re smart and you re doing good
9444,1:18:51 ,this is so exciting but also stressful as making a near impossible jump in a really small time frame
9445,1:18:53 ,the guy sounds so nervous
9446,1:18:57 ,Christ my nerves can t take this angst
9447,1:18:57 ,STOP CAM 
9448,1:19:00 ,when is it going to land
9449,1:19:00 ,cam  WHAT what does it mean
9450,1:19:02 ,  B and he sounds like it dont have a chance
9451,1:19:04 ,WHAT IS CAM 
9452,1:19:06 ,I love you to Mars and back
9453,1:19:13 ,He sounds so optimistic
9454,1:19:14 ,Yo whats going on
9455,1:19:15 ,all the best to the bests
9456,1:19:17 ,how to
9457,1:19:18 ,This is fine
9458,1:19:18 ,how much time is left please tell
9459,1:19:21 ,stop watch it
9460,1:19:21 ,i bet they r nervous
9461,1:19:22 ,that well be funny if they found a alien on mars after they land
9462,1:19:22 ,how much longer
9463,1:19:22 ,CAM 
9464,1:19:22 ,what is cam 
9465,1:19:23 ,Have they launched yet
9466,1:19:26 ,Mark Rober Heyo
9467,1:19:27 ,what is happening
9468,1:19:29 ,i was sent here by mark rober
9469,1:19:31 ,CAM 
9470,1:19:33 ,I got up at six am to watch I hope it s good
9471,1:19:37 ,What is cam 
9472,1:19:39 ,We re on a floating globe in infinite space
9473,1:19:41 ,This chat is zoomin
9474,1:19:41 ,when its gonna take off
9475,1:19:41 ,land it land it
9476,1:19:46 ,i should try this in KSP sometime
9477,1:19:47 ,Hallo from see asser side of se ozean
9478,1:19:48 ,land confirmed earlier to be at  pm PST
9479,1:19:49 ,Perseverance POG
9480,1:19:55 ,why is everybody saying cam 
9481,1:19:56 ,thats gud
9482,1:20:00 ,Major Engineer will be indian
9483,1:20:00 ,What it means cam 
9484,1:20:01 ,they re DEFINETLU nervous
9485,1:20:03 ,Did they take off
9486,1:20:03 ,History I m here
9487,1:20:07 ,Can not hear
9488,1:20:07 ,Success or not it s all about perseverance 
9489,1:20:09 ,greetings from Brasil
9490,1:20:12 ,HOW TO PAUSE COMMENTS Whole world commenting is really nice  but what a mess
9491,1:20:12 ,what is cam 
9492,1:20:13 ,STOP SPAMMING cam  IT WONT DO ANYTHING
9493,1:20:13 ,Yo omg I can t wait
9494,1:20:14 ,WHAT DOES CAM MEAN
9495,1:20:15 ,Im in history
9496,1:20:20 ,MEGAREMEMBER is with Mars
9497,1:20:21 ,subcount
9498,1:20:22 ,CAM 
9499,1:20:26 ,How do you know how much time left to land
9500,1:20:27 ,Wish I worked at NASA
9501,1:20:27 ,Fingers crossed
9502,1:20:27 ,NASA what are the most sensitive equipment that can be damaged during the landing of Perseverance and if it happen then what will be its results askNASA CountdownToMars
9503,1:20:27 ,speedrun the landing DUDUDUDUDUDU
9504,1:20:27 ,how much delay is there between the rover and mission control
9505,1:20:30 ,hej thomas
9506,1:20:30 ,Adeptus Mechanicus is already on Mars
9507,1:20:31 ,Best wishes Nasa whole scientific community
9508,1:20:31 ,cool
9509,1:20:31 ,Good luck Jpl
9510,1:20:32 ,WE ARE THE BEST GALATASARAY
9511,1:20:32 ,Mars 
9512,1:20:33 ,what is going on
9513,1:20:35 ,Eminem probably farted today
9514,1:20:35 ,when the rover is persevering
9515,1:20:36 ,Please power down your devices as we prepare for landing
9516,1:20:36 ,thath s great
9517,1:20:36 ,NASA who do people at NASA look up to most Neil Armstrong for being the first on the moon Yuri Gagarin for being the first in space or the first NASA workers someone else you re all my heroes 
9518,1:20:36 ,How exciting
9519,1:20:37 ,CAM3423
9520,1:20:38 ,Close the pod bay doors Hal
9521,1:20:38 ,we re almost in the  minutes of tear
9522,1:20:38 ,Mars rober
9523,1:20:40 ,Yooooooo what s up
9524,1:20:40 ,Cool live
9525,1:20:41 ,Good luck hope the mission goes well
9526,1:20:42 ,show landing
9527,1:20:42 ,NASA peanut power is good luck Me feels good about eating peanut butter out of the jar
9528,1:20:43 ,yougotthis
9529,1:20:43 ,mic muted
9530,1:20:44 ,whats going on
9531,1:20:44 ,when are they lounching
9532,1:20:45 ,Hello from King Middle School
9533,1:20:45 ,Don t mind me just saving my spot in history
9534,1:20:47 ,you can t switch cameras
9535,1:20:47 ,I was here
9536,1:20:47 ,I like the stock
9537,1:20:47 ,Did it land yet
9538,1:20:47 ,Any comedians in chat
9539,1:20:49 ,Fingers crossed
9540,1:20:49 ,History im almost here
9541,1:20:50 ,BRRROOOOO THIS IS AWESOME
9542,1:20:50 ,Turdle Senny Carico n Peps
9543,1:20:50 ,Ah bueno
9544,1:20:51 ,when it starts
9545,1:20:51 ,Greetings from Mexico
9546,1:20:51 ,A robot is going to Mars who is ready
9547,1:20:52 ,greetings from AUSTRIA
9548,1:20:52 ,Cow 
9549,1:20:52 ,can I get an OWA OWA
9550,1:20:53 ,has the rover landed yet
9551,1:20:53 ,this will work come on you did great no matter what happens
9552,1:20:55 ,when it will land
9553,1:20:55 ,This is fine
9554,1:20:55 ,Cheats Enabled
9555,1:20:55 ,fingers crossed
9556,1:20:56 ,part of history
9557,1:20:56 ,Let s go guys This will be awesome
9558,1:20:57 ,Great landing i saw the rover land in my backyard Greetings from Mars
9559,1:20:57 ,Take those silly masks off
9560,1:20:58 ,Coot
9561,1:20:58 ,hey WHATS UP NASA
9562,1:20:58 ,show landing
9563,1:20:58 ,Happy Birthday to me
9564,1:20:58 ,hi from Mars
9565,1:20:58 ,everyone remember this historical moment
9566,1:20:59 ,lol the chat mdr
9567,1:21:00 ,THIS IS SO HYPE
9568,1:21:00 ,fair play ingenious technology well done to all
9569,1:21:01 ,yellow
9570,1:21:01 ,show landing
9571,1:21:01 ,Mason
9572,1:21:03 ,hello from Runcorn England UK
9573,1:21:03 ,Hi people I really want to ask a question
9574,1:21:03 ,love from India
9575,1:21:04 ,Fly Me to the Moon
9576,1:21:04 ,well i don t know why but i m kinda excited
9577,1:21:04 ,CMON PERSAVERNCE WOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
9578,1:21:05 ,when is it landing
9579,1:21:06 ,the ghost of the talking dog haunts the precinct
9580,1:21:06 ,fire
9581,1:21:07 ,im eating goldfish
9582,1:21:07 ,I love how he got so excited
9583,1:21:07 ,Here goes my only chat for  minutes
9584,1:21:07 ,his reaction
9585,1:21:07 ,Love the subtitles
9586,1:21:08 ,anyone know what the coolant is
9587,1:21:08 ,when the
9588,1:21:08 ,how much time left
9589,1:21:09 ,Best of me اسم اهنگ
9590,1:21:09 ,This is gonna be epic
9591,1:21:09 ,Dear NASA virtualhug we work alongside helping the planet We can heal global warming Offplanet when ours doing good
9592,1:21:09 ,you deserve a win
9593,1:21:10 ,GME TO MARS
9594,1:21:11 ,Hello yes um hire me please
9595,1:21:12 ,so exciting
9596,1:21:12 ,elbowcough elbowcough elbowcough
9597,1:21:12 ,Aww he was so excited
9598,1:21:13 ,Good luck Perseverance
9599,1:21:16 ,best wishes goodvibes goodvibes goodvibes
9600,1:21:16 ,darn what did I miss Can someone tell me
9601,1:21:16 ,Red rover red rover send Perseverance right over
9602,1:21:17 ,I was here
9603,1:21:17 ,the guy is so happy to hear that
9604,1:21:19 ,thanks for making me come here mark rober
9605,1:21:21 ,this is awesome
9606,1:21:21 ,I was here
9607,1:21:22 ,God Speed and good luck
9608,1:21:23 ,Sooo excited From
9609,1:21:25 ,EVERYONE SPAM POGGERS WHEN IT LANDS
9610,1:21:26 ,all these things happened  minutes ago right
9611,1:21:26 ,NASA IRAN
9612,1:21:27 ,this dude so cute
9613,1:21:27 ,this is like the most viewed stream on yt lol
9614,1:21:27 ,how did they get the camera man to space like that
9615,1:21:28 ,Oh the rover is in the desert
9616,1:21:28 ,Still less viewers than J Hope s birthday live
9617,1:21:30 ,ooh don t you love a good entry
9618,1:21:30 ,Cant wait to see it land
9619,1:21:30 ,HI im here to witness this bad
9620,1:21:31 ,hopefully its lands safe
9621,1:21:31 ,how much time left
9622,1:21:32 ,im not interested
9623,1:21:32 ,Lets land this thing
9624,1:21:33 ,The
9625,1:21:33 ,NASA is it possible that life on Mars could come back or that they never went extinct
9626,1:21:34 ,hello mars here we come
9627,1:21:34 ,ITS TIME
9628,1:21:35 ,where the aot fans at
9629,1:21:36 ,MOM I LOVE YOU
9630,1:21:36 ,Go for it NASA
9631,1:21:36 ,And I think its gonna be a long long time
9632,1:21:36 ,This live chat is pointless
9633,1:21:36 ,they look so excited it s very cute
9634,1:21:36 ,Thank the person who blocked the spam
9635,1:21:37 ,free robux here at nasa
9636,1:21:37 ,who is hyped too
9637,1:21:37 ,watching from the Bahamas i hope every thing goes well
9638,1:21:39 ,I m excited
9639,1:21:39 ,when will it land
9640,1:21:40 ,this chat is crazy
9641,1:21:40 ,when is it going to land
9642,1:21:41 , M on this channel alone and there s a bunch of mirrors up Space enthusiasts are a nation
9643,1:21:41 ,time countdown
9644,1:21:41 , months left
9645,1:21:41 ,Good luck NASA
9646,1:21:41 ,hi from iran
9647,1:21:41 ,exciting
